id_forms_of_payment,name
3297,Livingstone
3298,Kiev
3299,Bratislava
3300,Mecca
3301,İzmir
3302,Kandy
3303,Blantyre
3304,Rome
3305,Rochester
3306,Naples
3307,Monaco
3308,Lima
3309,Belmopan
3310,Cockburn Town
3311,Belgrade
3312,Kyoto
3313,Puebla
3314,Tallinn
3315,Pretoria
3316,Ambon
3317,Mérida
3318,Birmingham
3319,Cologne
3320,Cologne
3321,New Delhi
3322,Porto
3323,Kota Kinabalu
3324,Turin
3325,Alofi
3326,Hangzhou
3327,Canberra
3328,Stanley
3329,Stanley
3330,Chongqing
3331,Astana
3332,Guangzhou
3333,Chennai
3334,Wichita
3335,Timbuktu
3336,Santo Domingo
3337,Davao City
3338,Zagreb
3339,Cockburn Town
3340,Andorra la Vella
3341,Agartala
3342,Riverside
3343,Accra
3344,Da Nang
3345,Montreal
3346,Srinagar
3347,Banda Aceh
3348,San Salvador
3349,Novosibirsk
3350,Memphis
3351,Nukus
3352,Saint-Pierre
3353,Francistown
3354,Portland
3355,Kinshasa
3356,Juneau
3357,Nuuk
3358,Manaus
3359,Shanghai
3360,Rochester
3361,Mata-Utu
3362,Bissau
3363,Suez
3364,Vladivostok
3365,Espoo
3366,Tripoli
3367,Lanzhou
3368,Cannes
3369,Pittsburgh
3370,Banda Aceh
3371,Pelotas
3372,Rawalpindi
3373,Longyearbyen
3374,Maceió
3375,St. George's
3376,Algiers
3377,Tel Aviv
3378,Brussels
3379,Tbilisi
3380,Malabo
3381,Denpasar
3382,Bratislava
3383,Port Blair
3384,Bratislava
3385,Riga
3386,Calama
3387,Shillong
3388,Gangtok
3389,Kolkata
3390,Porto Velho
3391,Bratislava
3392,Thiès
3393,Helsinki
3394,Zamboanga City
3395,Okinawa
3396,Philadelphia
3397,Bergen
3398,St. George's
3399,Cotonou
3400,Melbourne
3401,Vaduz
3402,Las Vegas
3403,Casablanca
3404,Malmö
3405,Mérida
3406,Port Hedland
3407,Valdivia
3408,Bratsk
3409,Fairbanks
3410,Zanzibar City
3411,Denpasar
3412,Tiraspol
3413,Graz
3414,Cebu City
3415,Conakry
3416,Lilongwe
3417,Calama
3418,Columbus
3419,Thiès
3420,Chişinău
3421,Ibadan
3422,Cartagena
3423,Christchurch
3424,Puerto Williams
3425,Harare
3426,Zagreb
3427,Guwahati
3428,St. John's
3429,Gaziantep
3430,Jeddah
3431,Ho Chi Minh City
3432,Simferopol
3433,Dodoma
3434,Quezon City
3435,Namangan
3436,Wellington
3437,Nanning
3438,Geelong
3439,Pelotas
3440,Ponta Delgada
3441,Port Said
3442,Nanning
3443,Madrid
3444,Copenhagen
3445,N'Djamena
3446,Patna
3447,Daegu
3448,Asunción
3449,Tegucigalpa
3450,Sabha
3451,San Antonio
3452,Riverside
3453,Belém
3454,Whitehorse
3455,Glasgow
3456,Berlin
3457,Reykjavík
3458,Luanda
3459,Dresden
3460,Edinburgh
3461,Rockhampton
3462,Majuro
3463,Nukulaelae
3464,Brazzaville
3465,Zhengzhou
3466,George Town
3467,Kuching
3468,Singapore
3469,New Delhi
3470,Kobe
3471,Turin
3472,Monterrey
3473,Macapá
3474,Kunming
3475,Banda Aceh
3476,Invercargill
3477,Jersey City
3478,Vitória
3479,Makati City
3480,Kingston
3481,St. George's
3482,Nukus
3483,Tianjin
3484,Espoo
3485,Glasgow
3486,Fairbanks
3487,Padang
3488,Wuhan
3489,Barranquilla
3490,Buffalo
3491,Nagpur
3492,Iloilo City
3493,Baltimore
3494,Rio Branco
3495,Yamoussoukro
3496,Wonsan
3497,Kuching
3498,Taichung
3499,Caracas
3500,Los Angeles
3501,Moscow
3502,Dalian
3503,Yakutsk
3504,Ashgabat
3505,Mersin
3506,Thimphu
3507,Rawalpindi
3508,Cologne
3509,Thiès
3510,Belém
3511,Hiroshima
3512,La Paz
3513,Tianjin
3514,Batticaloa
3515,Prague
3516,Quebec City
3517,Belmopan
3518,Perm
3519,Bujumbura
3520,Graz
3521,Zapopan
3522,Port Louis
3523,Stuttgart
3524,Mbabane
3525,Las Palmas de Gran Canaria
3526,Buenos Aires
3527,Padang
3528,Rotterdam
3529,Albuquerque
3530,Brazzaville
3531,Bamako
3532,Lucknow
3533,Bangalore
3534,Maputo
3535,Forked River
3536,Iquitos
3537,Hyderabad
3538,Budapest
3539,Pittsburgh
3540,Bangui
3541,Warsaw
3542,Livingstone
3543,Kingston
3544,Dammam
3545,Las Vegas
3546,Kandy
3547,Road Town
3548,Kuching
3549,Hanover
3550,Bangalore
3551,Recife
3552,Nouakchott
3553,Bangalore
3554,Maputo
3555,Davao City
3556,Moscow
3557,Thiès
3558,Port Moresby
3559,Patna
3560,Durango
3561,Kigali
3562,Huế
3563,Lobamba
3564,Cologne
3565,Daegu
3566,Dar es Salaam
3567,Santo Domingo
3568,Guayaquil
3569,Makati City
3570,Iqaluit
3571,Tel Aviv
3572,Newcastle
3573,Birmingham
3574,Banjul
3575,Houston
3576,New Delhi
3577,Wollongong
3578,Kabul
3579,Antwerp
3580,Rochester
3581,Saipan
3582,Hat Yai
3583,Melbourne
3584,Okinawa
3585,Mumbai
3586,San Fernando
3587,Palma
3588,Helsinki
3589,Dalian
3590,Port Vila
3591,Geneva
3592,Amsterdam
3593,Yakutsk
3594,Beijing
3595,Thessaloniki
3596,Medina
3597,Monrovia
3598,Fortaleza
3599,Freetown
3600,Bulawayo
3601,Lusaka
3602,Memphis
3603,Salt Lake City
3604,Baghdad
3605,Jersey City
3606,Paris
3607,Labasa
3608,Wollongong
3609,Zanzibar City
3610,Cotonou
3611,Astana
3612,St. Louis
3613,Libreville
3614,Ibadan
3615,Taipei
3616,London
3617,Basra
3618,Bangui
3619,Hiroshima
3620,Dakar
3621,Melbourne
3622,Stuttgart
3623,Yogyakarta (city)
3624,Mamoudzou
3625,Hanover
3626,City of San Marino
3627,Kawasaki
3628,Antananarivo
3629,Dammam
3630,Rawalpindi
3631,Newcastle
3632,Houston
3633,La Paz
3634,Dhaka
3635,Bloemfontein
3636,Melekeok
3637,Tashkent
3638,St. John's
3639,Las Palmas de Gran Canaria
3640,Atlanta
3641,Bandar Seri Begawan
3642,Omsk
3643,Multan
3644,Ponta Delgada
3645,Manama
3646,Nukus
3647,Ahmedabad
3648,Shenyang
3649,Hargeisa
3650,Malmö
3651,Kingston
3652,Charlotte
3653,Timbuktu
3654,Jersey City
3655,Suez
3656,San Carlos de Bariloche
3657,Gaborone
3658,Pontianak
3659,Sukhumi
3660,Dublin
3661,Bucharest
3662,Guayaquil
3663,Hamburg
3664,İzmir
3665,Montevideo
3666,Ljubljana
3667,Cali
3668,Cannes
3669,Pattaya
3670,Minsk
3671,Bucharest
3672,Batticaloa
3673,Shijiazhuang
3674,Valencia
3675,Suva
3676,N'Djamena
3677,Surabaya
3678,Port Said
3679,Samara
3680,Caracas
3681,Rio de Janeiro
3682,Tianjin
3683,Antofagasta
3684,Semarang
3685,Damascus
3686,Muscat
3687,Fukuoka
3688,Cockburn Town
3689,Cologne
3690,South Tarawa
3691,Lhasa
3692,Adelaide
3693,Saipan
3694,Bangkok
3695,Leeds
3696,Labasa
3697,Jayapura
3698,Kota Kinabalu
3699,Peshawar
3700,Townsville
3701,Aarhus
3702,Francistown
3703,Siem Reap
3704,Shijiazhuang
3705,Petropavlovsk-Kamchatsky
3706,Bilbao
3707,La Paz
3708,Nice
3709,Kansas City
3710,San Diego
3711,Chiang Mai
3712,Podgorica
3713,Jayapura
3714,Cusco
3715,Townsville
3716,Riyadh
3717,Ottawa
3718,Cairo
3719,Dallas
3720,Sapporo
3721,South Tarawa
3722,Jamestown
3723,San José
3724,Toulouse
3725,Warsaw
3726,Cairo
3727,Medina
3728,Novosibirsk
3729,Singapore
3730,Dushanbe
3731,Rome
3732,Serekunda
3733,Saipan
3734,Concepción
3735,Hai Phong
3736,Gaborone
3737,Mandurah
3738,Chennai
3739,Bishkek
3740,Malé
3741,Iloilo City
3742,Seville
3743,Minneapolis
3744,Jerusalem
3745,Konya
3746,Gaborone
3747,Frankfurt
3748,Toulouse
3749,Bangalore
3750,Madrid
3751,Phnom Penh
3752,Multan
3753,Balikpapan
3754,Leeds
3755,Paris
3756,Boa Vista
3757,Durango
3758,Singapore
3759,Minsk
3760,Dodoma
3761,Fairbanks
3762,Beirut
3763,Banjul
3764,Saipan
3765,Ashgabat
3766,Alofi
3767,Vilnius
3768,Adana
3769,Zamboanga City
3770,Yogyakarta (city)
3771,Louisville
3772,Castries
3773,Invercargill
3774,Tirana
3775,Lahore
3776,Bogor
3777,Iqaluit
3778,Rabi Island
3779,Arbil
3780,Agartala
3781,Bangalore
3782,Patna
3783,Port Vila
3784,Regina
3785,Douglas
3786,Nairobi
3787,Anchorage
3788,Brasília
3789,Belgrade
3790,Kaliningrad
3791,Cork (city)
3792,El Paso
3793,Cali
3794,Asunción
3795,Yokohama
3796,Castries
3797,Lomé
3798,Ürümqi
3799,Malacca Town
3800,San Francisco
3801,Raleigh
3802,Porto Alegre
3803,Lucknow
3804,Zhengzhou
3805,Tagbilaran
3806,Leeds
3807,Kolkata
3808,New Orleans
3809,Kaesong
3810,Cincinnati
3811,Livingstone
3812,Faisalabad
3813,Sofia
3814,Aberdeen
3815,Udon Thani
3816,Bursa
3817,Recife
3818,San Carlos de Bariloche
3819,Baghdad
3820,Cardiff
3821,Kigali
3822,Dili
3823,Angra do Heroísmo
3824,Blantyre
3825,Suva
3826,Zhengzhou
3827,Rockhampton
3828,Adelaide
3829,Suva
3830,Ciudad del Este
3831,Yekaterinburg
3832,Malang
3833,Jacksonville
3834,Zamboanga City
3835,Palembang
3836,Dresden
3837,Weno
3838,Taichung
3839,Johannesburg
3840,Yangon
3841,Durban
3842,Bishkek
3843,Makati City
3844,St. John's
3845,Valparaíso
3846,Aberdeen
3847,Cockburn Town
3848,Marrakech
3849,Chongjin
3850,Vaduz
3851,İzmir
3852,Dresden
3853,Xining
3854,Nizhny Novgorod
3855,Xining
3856,San Salvador
3857,Mumbai
3858,Moroni
3859,Lucknow
3860,Adana
3861,La Serena
3862,Rotterdam
3863,Manama
3864,Saskatoon
3865,Kathmandu
3866,Cali
3867,Manama
3868,Gaborone
3869,Banda Aceh
3870,Jacksonville
3871,Puerto Williams
3872,Kyoto
3873,Denpasar
3874,Assis
3875,Phuket (city)
3876,Port Vila
3877,Huế
3878,Cartagena
3879,Aarhus
3880,Graz
3881,Brazzaville
3882,Bucharest
3883,Dededo
3884,Fort-de-France
3885,Dar es Salaam
3886,Kota Kinabalu
3887,Sarajevo
3888,Douglas
3889,Dibrugarh
3890,Daegu
3891,Mexico City
3892,Kano
3893,Kano
3894,Saint-Denis
3895,Nuuk
3896,Pekanbaru
3897,Lusaka
3898,Johor Bahru
3899,Abuja
3900,Cockburn Town
3901,Patna
3902,Gothenburg
3903,Melbourne
3904,Cairo
3905,Tagbilaran
3906,Memphis
3907,Banda Aceh
3908,Saint-Denis
3909,The Valley
3910,Kinshasa
3911,Zagreb
3912,Lyon
3913,Nantes
3914,Bratsk
3915,Nagoya
3916,Batticaloa
3917,Perm
3918,Fort-de-France
3919,Zhengzhou
3920,Nouméa
3921,Palma
3922,Medina
3923,Yekaterinburg
3924,Colombo
3925,Adak
3926,Malang
3927,Havana
3928,Kawasaki
3929,Canberra
3930,Chaguanas
3931,Puerto Williams
3932,Rochester
3933,Hobart
3934,Patna
3935,Ilhéus
3936,Shillong
3937,Cologne
3938,Murmansk
3939,Kano
3940,Davao City
3941,São José dos Campos
3942,Tartu
3943,Calama
3944,Tokyo
3945,Ashgabat
3946,London
3947,Ho Chi Minh City
3948,Jayapura
3949,Adelaide
3950,Detroit
3951,Davao City
3952,Ahmedabad
3953,Agartala
3954,São Paulo
3955,Mumbai
3956,Pago Pago
3957,Pekanbaru
3958,Riga
3959,Lyon
3960,Da Nang
3961,City of San Marino
3962,Rio de Janeiro
3963,Port-au-Prince
3964,Aarhus
3965,São José dos Campos
3966,Fort-de-France
3967,Cairns
3968,Dhaka
3969,New Orleans
3970,Bujumbura
3971,Yangon
3972,Baku
3973,London
3974,Chaguanas
3975,Vientiane
3976,Jayapura
3977,Cannes
3978,Tórshavn
3979,Leipzig
3980,Xining
3981,Kuching
3982,London
3983,Philadelphia
3984,Dammam
3985,Pristina
3986,Guatemala City
3987,Johannesburg
3988,Dar es Salaam
3989,Brasília
3990,Nukulaelae
3991,Pelotas
3992,Rawalpindi
3993,Pontianak
3994,Chişinău
3995,Regina
3996,Mata-Utu
3997,Frankfurt
3998,Santo Domingo
3999,Weno
4000,Lhasa
4001,Bulawayo
4002,Manaus
4003,Thessaloniki
4004,Minneapolis
4005,Mecca
4006,Arequipa
4007,Campo Grande
4008,Guayaquil
4009,Campo Grande
4010,Cotonou
4011,Apia
4012,Jacksonville
4013,Lanzhou
4014,Kingstown
4015,Pattaya
4016,Rome
4017,Saskatoon
4018,Beirut
4019,Okinawa
4020,Prague
4021,Kharkiv
4022,Koulikoro
4023,Manila
4024,Montreal
4025,Vancouver
4026,Tagbilaran
4027,Quetzaltenango
4028,Guangzhou
4029,Pune
4030,Abidjan
4031,Tampere
4032,Manila
4033,Liverpool
4034,Bern
4035,Papeete
4036,Antwerp
4037,Cape Town
4038,Cairns
4039,Antwerp
4040,Stockholm
4041,Kawasaki
4042,Ilhéus
4043,Taipei
4044,Ouagadougou
4045,Djibouti (city)
4046,Harbin
4047,Port Blair
4048,Nizhny Novgorod
4049,Gaziantep
4050,Arequipa
4051,Hat Yai
4052,Pune
4053,Los Angeles
4054,Riyadh
4055,Porto Velho
4056,Porto Velho
4057,Dammam
4058,Medellín
4059,Munich
4060,Dunedin
4061,Malé
4062,Nairobi
4063,Lahore
4064,Ouagadougou
4065,Tiraspol
4066,Banjul
4067,Ibadan
4068,Baku
4069,Regina
4070,Sitka
4071,Tehran
4072,Brussels
4073,Chengdu
4074,Monaco
4075,Palma
4076,Dammam
4077,Cleveland
4078,Port Moresby
4079,Chuí
4080,Khartoum
4081,Cardiff
4082,Palikir
4083,Malmö
4084,Dammam
4085,Brasília
4086,Koror
4087,Beijing
4088,Cologne
4089,Dushanbe
4090,Cape Town
4091,Yellowknife
4092,Birkirkara
4093,Amritsar
4094,Tamale
4095,Riga
4096,Nouméa
4097,Mecca
4098,Santiago de Cuba
4099,Pristina
4100,Port-au-Prince
4101,Kabul
4102,Budapest
4103,Jayapura
4104,Christchurch
4105,Pattaya
4106,New York City
4107,Dalian
4108,Yekaterinburg
4109,Adak
4110,Cork (city)
4111,Asunción
4112,Nukuʻalofa
4113,Roseau
4114,Lviv
4115,Concepción
4116,Wonsan
4117,Melekeok
4118,Suez
4119,Chongqing
4120,Punta Arenas
4121,Chişinău
4122,Milan
4123,Bulawayo
4124,Kingston
4125,Kano
4126,Vaduz
4127,Rio Branco
4128,Cape Town
4129,Porto Alegre
4130,Douala
4131,Split (city)
4132,Geelong
4133,Tamale
4134,Banjul
4135,Vaduz
4136,Vilnius
4137,Tabriz
4138,Dallas
4139,Antananarivo
4140,Douala
4141,El Paso
4142,Mashhad
4143,Kunming
4144,Lucknow
4145,Belmopan
4146,Maracaibo
4147,Makassar
4148,Faisalabad
4149,Durango
4150,Malmö
4151,Guatemala City
4152,Stanley
4153,Osaka
4154,Bujumbura
4155,São José dos Campos
4156,Düsseldorf
4157,San Diego
4158,Zapopan
4159,Santiago de Cuba
4160,Timbuktu
4161,Vancouver
4162,Cincinnati
4163,Dalian
4164,Hanover
4165,Porto Alegre
4166,Jakarta
4167,Kinshasa
4168,Puebla
4169,Suez
4170,Nanjing
4171,Conakry
4172,Mendoza
4173,Newcastle
4174,Oklahoma City
4175,Córdoba
4176,Rosario
4177,Saipan
4178,Wichita
4179,Vatican City
4180,Gaborone
4181,Kinshasa
4182,Dammam
4183,San Antonio
4184,Kansas City
4185,Honolulu
4186,Dakar
4187,San Antonio
4188,Turin
4189,Kabul
4190,Kanpur
4191,San Francisco
4192,Dresden
4193,Porto-Novo
4194,Tartu
4195,Zhengzhou
4196,Rio de Janeiro
4197,Ilhéus
4198,São José dos Campos
4199,Amsterdam
4200,Kunming
4201,Ciudad del Este
4202,Zhengzhou
4203,Juneau
4204,Kano
4205,Birkirkara
4206,Milwaukee
4207,Vancouver
4208,Hong Kong
4209,Maseru
4210,Salt Lake City
4211,Accra
4212,Kingstown
4213,Wonsan
4214,Arequipa
4215,Hai Phong
4216,Yokohama
4217,Livingstone
4218,Asunción
4219,Baghdad
4220,Cali
4221,Edinburgh
4222,Kolkata
4223,Kaohsiung
4224,Alofi
4225,Hobart
4226,Nantes
4227,Sacramento
4228,Riverside
4229,Guatemala City
4230,Vancouver
4231,Dresden
4232,Arequipa
4233,Dodoma
4234,Kolkata
4235,Beirut
4236,Cardiff
4237,Gdańsk
4238,Kolkata
4239,Stepanakert
4240,Tijuana
4241,Kota Kinabalu
4242,St. George's
4243,Mecca
4244,Niamey
4245,Manama
4246,Leipzig
4247,Cleveland
4248,Moroni
4249,Chittagong
4250,Port Said
4251,Pristina
4252,Conakry
4253,Sarajevo
4254,Semarang
4255,Vitória
4256,Denpasar
4257,Porto Alegre
4258,Louisville
4259,Port of Spain
4260,Sacramento
4261,Damascus
4262,Glasgow
4263,Kabul
4264,Barcelona
4265,Chuí
4266,Monaco
4267,Belize City
4268,Thiès
4269,Kunming
4270,San Francisco
4271,Cartagena
4272,Toulouse
4273,Sacramento
4274,Aberdeen
4275,Rome
4276,Kobe
4277,City of Halifax
4278,Macau
4279,Vaduz
4280,Pattaya
4281,Sana'a
4282,Birmingham
4283,New Orleans
4284,Johor Bahru
4285,Muscat
4286,Sucre
4287,San Juan
4288,Whitehorse
4289,Seville
4290,Regina
4291,Tartu
4292,Monterrey
4293,Zapopan
4294,La Paz
4295,Baltimore
4296,Fortaleza
4297,Marseille
4298,Ahmedabad
4299,Dededo
4300,Hyderabad
4301,Jayapura
4302,Frankfurt
4303,Bandar Seri Begawan
4304,City of San Marino
4305,Murmansk
4306,Birmingham
4307,Muscat
4308,São Paulo
4309,Tunis
4310,Whitehorse
4311,Campinas
4312,Praia
4313,Amman
4314,Ndola
4315,Gibraltar
4316,Kigali
4317,Chaguanas
4318,Punta Arenas
4319,Berlin
4320,Bishkek
4321,Da Nang
4322,Christchurch
4323,Lusaka
4324,Kobe
4325,Lilongwe
4326,Jacksonville
4327,Ashgabat
4328,Omsk
4329,Seattle
4330,Port-au-Prince
4331,Cork (city)
4332,El Paso
4333,Basra
4334,Mogadishu
4335,Durban
4336,Oslo
4337,Townsville
4338,Valencia
4339,Durango
4340,Lilongwe
4341,Banda Aceh
4342,Juneau
4343,Dublin
4344,Dhaka
4345,Baghdad
4346,Damascus
4347,Koror
4348,Melbourne
4349,Port Elizabeth
4350,Hanover
4351,Surat Thani
4352,Raleigh
4353,Charlottetown
4354,Brussels
4355,Atlanta
4356,Rochester
4357,Asunción
4358,Veracruz
4359,Serekunda
4360,Zagreb
4361,Jacksonville
4362,Douala
4363,Bloemfontein
4364,Tampa
4365,Kharkiv
4366,Phoenix
4367,Toulouse
4368,Puerto Williams
4369,Wuhan
4370,Taipei
4371,Malé
4372,Ibiza
4373,Alofi
4374,Hanover
4375,Udon Thani
4376,Leeds
4377,Bridgetown
4378,Maputo
4379,Alofi
4380,Yogyakarta (city)
4381,Chuí
4382,Alofi
4383,Basse-Terre
4384,Dili
4385,Aberdeen
4386,Makassar
4387,Lobamba
4388,Hanoi
4389,Malang
4390,Saint Petersburg
4391,Albuquerque
4392,Amritsar
4393,Almaty
4394,Makati City
4395,Porto
4396,Chengdu
4397,Mashhad
4398,Bissau
4399,Srinagar
4400,Wichita
4401,Antofagasta
4402,Medina
4403,Port Vila
4404,Fukuoka
4405,Adana
4406,Port Elizabeth
4407,Astana
4408,Naypyidaw
4409,Horta (Azores)
4410,Santa Cruz de Tenerife
4411,Manama
4412,Freetown
4413,Indianapolis
4414,Cusco
4415,Shigatse
4416,Rockhampton
4417,Andorra la Vella
4418,Tegucigalpa
4419,Belfast
4420,Cleveland
4421,Belgrade
4422,Tijuana
4423,Glasgow
4424,Padang
4425,Christchurch
4426,Okinawa
4427,Buenos Aires
4428,Bloemfontein
4429,Zamboanga City
4430,Las Palmas de Gran Canaria
4431,Koulikoro
4432,Tegucigalpa
4433,Kaesong
4434,Miri
4435,Gdańsk
4436,Lhasa
4437,Porto-Novo
4438,Maputo
4439,Abuja
4440,Vienna
4441,Saint-Denis
4442,Bogotá
4443,Pretoria
4444,Wellington
4445,Naypyidaw
4446,Tunis
4447,Valdivia
4448,Greenwich
4449,Townsville
4450,Banda Aceh
4451,Kinshasa
4452,Osaka
4453,Tunis
4454,Rome
4455,Yekaterinburg
4456,Bogor
4457,Seoul
4458,Winnipeg
4459,Almaty
4460,Copenhagen
4461,Geneva
4462,La Paz
4463,Tartu
4464,Chongqing
4465,Cardiff
4466,Doha
4467,Brussels
4468,Campo Grande
4469,Nashville
4470,Pretoria
4471,Cairo
4472,Malé
4473,Papeete
4474,Vienna
4475,Campo Grande
4476,Los Angeles
4477,Basse-Terre
4478,Indianapolis
4479,Cuiabá
4480,Chaguanas
4481,Oslo
4482,Port Moresby
4483,Las Palmas de Gran Canaria
4484,Las Palmas de Gran Canaria
4485,Dresden
4486,Yangon
4487,Balikpapan
4488,Surabaya
4489,Santiago
4490,New Orleans
4491,Shenyang
4492,New Delhi
4493,Belmopan
4494,Hyderabad
4495,Makassar
4496,Castries
4497,Bandung
4498,Glasgow
4499,Bujumbura
4500,Kathmandu
4501,Puerto Williams
4502,Quebec City
4503,Port Elizabeth
4504,Manama
4505,Alor Star
4506,Nicosia
4507,Namangan
4508,Invercargill
4509,Cork (city)
4510,La Paz
4511,San Fernando
4512,Fredericton
4513,Vatican City
4514,Pago Pago
4515,Zürich
4516,Islamabad
4517,Sarajevo
4518,Vaduz
4519,Tucson
4520,Zapopan
4521,Bratislava
4522,Antananarivo
4523,Cotonou
4524,Rosario
4525,Rotterdam
4526,Francistown
4527,N'Djamena
4528,Quito
4529,Jaipur
4530,Rabi Island
4531,Cairo
4532,Kraków
4533,Alofi
4534,Daegu
4535,Kabul
4536,Gangtok
4537,Willemstad
4538,Canberra
4539,Francistown
4540,Shillong
4541,Weno
4542,Bandung
4543,Vancouver
4544,Wuhan
4545,Nakhon Ratchasima
4546,Taiyuan
4547,Francistown
4548,Houston
4549,Dushanbe
4550,Saipan
4551,Mendoza
4552,Yangon
4553,Greenwich
4554,Mwanza
4555,Praia
4556,Sabha
4557,Berlin
4558,Pago Pago
4559,Vaduz
4560,Murmansk
4561,Zhengzhou
4562,Udon Thani
4563,Melekeok
4564,St. John's
4565,Hai Phong
4566,Amritsar
4567,Graz
4568,Ponta Delgada
4569,Enugu
4570,Jakarta
4571,Pago Pago
4572,Lagos
4573,Mendoza
4574,New York City
4575,Maceió
4576,Amman
4577,Changchun
4578,Sitka
4579,Francistown
4580,Las Palmas de Gran Canaria
4581,Monaco
4582,Karachi
4583,Philadelphia
4584,Harbin
4585,Veracruz
4586,Mexicali
4587,Xi'an
4588,Kansas City
4589,Nizhny Novgorod
4590,Algiers
4591,Nouakchott
4592,Chicago
4593,Berlin
4594,Rosario
4595,San Francisco
4596,Saint John
4597,Zürich
4598,Lusaka
4599,Marrakech
4600,Timbuktu
4601,Shanghai
4602,Beirut
4603,Magadan
4604,Innsbruck
4605,Mersin
4606,Libreville
4607,Dakar
4608,Manila
4609,Manaus
4610,Palembang
4611,Dresden
4612,Cebu City
4613,Bulawayo
4614,Zagreb
4615,Zhengzhou
4616,Prague
4617,Panama City
4618,Seville
4619,Faisalabad
4620,Concepción
4621,Nashville
4622,Kuching
4623,Harbin
4624,Nice
4625,Gibraltar
4626,Hamilton
4627,Lisbon
4628,Iquique
4629,Kabul
4630,Wichita
4631,Jersey City
4632,Guayaquil
4633,Port Blair
4634,Pelotas
4635,Bujumbura
4636,Amsterdam
4637,Albuquerque
4638,Durban
4639,Khartoum
4640,Tiraspol
4641,Road Town
4642,Lahore
4643,Palikir
4644,Tallinn
4645,Kaohsiung
4646,Riyadh
4647,Córdoba
4648,Kabul
4649,Nagoya
4650,Monterrey
4651,Providence
4652,Forked River
4653,Zamboanga City
4654,Bucharest
4655,Cartagena
4656,Santa Cruz de Tenerife
4657,Antofagasta
4658,Perth
4659,Adana
4660,Puerto Williams
4661,Basra
4662,Hong Kong
4663,Incheon
4664,Ibiza
4665,Montreal
4666,Havana
4667,Aberdeen
4668,Yakutsk
4669,Casablanca
4670,Marrakech
4671,Mandurah
4672,Split (city)
4673,Hobart
4674,Ibadan
4675,Rockhampton
4676,Valletta
4677,Novosibirsk
4678,Mendoza
4679,Koulikoro
4680,Shenzhen
4681,Pelotas
4682,Philadelphia
4683,Vientiane
4684,Wollongong
4685,Dakar
4686,Copenhagen
4687,Dededo
4688,Barcelona
4689,Rotterdam
4690,Jayapura
4691,Seattle
4692,Changchun
4693,Semarang
4694,Anadyr (town)
4695,Kolkata
4696,Winnipeg
4697,Suva
4698,Port Louis
4699,Majuro
4700,Port Blair
4701,Havana
4702,Labasa
4703,Chiang Mai
4704,Naypyidaw
4705,Santa Cruz de la Sierra
4706,Tabriz
4707,Johor Bahru
4708,Addis Ababa
4709,Seattle
4710,Shanghai
4711,Houston
4712,Maceió
4713,Antananarivo
4714,Nukus
4715,Nouakchott
4716,Marseille
4717,Sucre
4718,Liverpool
4719,Yakutsk
4720,Chişinău
4721,Astana
4722,Naypyidaw
4723,Norilsk
4724,Honiara
4725,Anchorage
4726,Chongjin
4727,Rawalpindi
4728,St. John's
4729,Mandurah
4730,Nashville
4731,Medina
4732,Tirana
4733,Avarua
4734,Santiago de Cuba
4735,Charlotte
4736,Albuquerque
4737,Multan
4738,Omdurman
4739,Port Blair
4740,Praia
4741,Tehran
4742,Caracas
4743,Hai Phong
4744,Punta Arenas
4745,Freetown
4746,Kota Bharu
4747,Edmonton
4748,Taipei
4749,Bangui
4750,Hobart
4751,Dammam
4752,Iquitos
4753,Nagoya
4754,Kuching
4755,Angra do Heroísmo
4756,Winnipeg
4757,Patna
4758,Amritsar
4759,Maseru
4760,Riverside
4761,Miami
4762,Gaborone
4763,Monaco
4764,Enugu
4765,Nukuʻalofa
4766,Tijuana
4767,Sacramento
4768,Dammam
4769,Munich
4770,New Orleans
4771,Zanzibar City
4772,Omsk
4773,Honolulu
4774,Vilnius
4775,Saint John
4776,Seville
4777,Hargeisa
4778,Antwerp
4779,Fort-de-France
4780,Mexicali
4781,Semarang
4782,Brussels
4783,Pune
4784,Vitória
4785,Dunedin
4786,Mérida
4787,Miri
4788,Cologne
4789,Vientiane
4790,Zapopan
4791,Vientiane
4792,Ouagadougou
4793,Cotonou
4794,Omdurman
4795,Kuwait City
4796,Bergen
4797,Kota Kinabalu
4798,Brasília
4799,Serekunda
4800,Lyon
4801,Atlanta
4802,Belém
4803,Juneau
4804,Juneau
4805,Douglas
4806,Enugu
4807,City of Halifax
4808,Campinas
4809,Chongjin
4810,Vientiane
4811,Townsville
4812,Agartala
4813,St. Louis
4814,Concepción
4815,Kuwait City
4816,Sana'a
4817,Budapest
4818,Dhaka
4819,Pago Pago
4820,Prague
4821,Livingstone
4822,Shillong
4823,Jacksonville
4824,Valdivia
4825,Hamburg
4826,Maseru
4827,Xining
4828,Cusco
4829,Aberdeen
4830,Graz
4831,Shijiazhuang
4832,Majuro
4833,Tucson
4834,Vaduz
4835,Dededo
4836,Cusco
4837,Rochester
4838,Asmara
4839,Pattaya
4840,Thiès
4841,Rio Branco
4842,Pristina
4843,Tagbilaran
4844,Sana'a
4845,Abuja
4846,Saint Petersburg
4847,Nanjing
4848,Hargeisa
4849,Hong Kong
4850,Portland
4851,Shenyang
4852,Miri
4853,Tel Aviv
4854,Nagoya
4855,Gaborone
4856,Kawasaki
