id_contracts,taxi_companies_id_taxi_companies,autos_id_autos,taxi_drivers_id_taxi_drivers,entry_date,end_date
5982,425,3124,5639,2013-02-11,2029-08-31
5983,2153,2989,4746,2018-03-12,2027-06-01
5984,5784,7848,8957,2015-02-26,2026-12-26
5985,5011,379,7210,2009-02-11,2025-12-22
5986,3865,1151,5030,2014-06-03,2022-08-01
5987,5314,8647,1288,2011-10-28,2025-11-04
5988,4870,1010,6019,2020-10-08,2028-06-08
5989,2773,1870,5131,2009-02-19,2029-06-28
5990,7950,8119,6029,2012-08-16,2024-10-24
5991,4109,8192,8215,2012-11-15,2027-10-12
5992,3913,3639,186,2008-07-06,2027-12-21
5993,5563,8683,1197,2009-10-05,2029-11-10
5994,3642,8874,7034,2012-05-25,2022-10-23
5995,3699,3899,7991,2015-01-12,2028-09-15
5996,8458,6874,5207,2014-10-19,2029-04-15
5997,3256,5588,2732,2018-03-05,2026-05-01
5998,9975,9021,286,2009-09-09,2023-03-22
5999,2830,2372,2826,2011-11-26,2026-12-11
6000,4721,7290,5906,2013-04-15,2023-06-23
6001,2233,4554,2709,2012-11-01,2028-07-03
6002,8977,5992,9189,2010-10-14,2026-01-09
6003,6290,1539,2702,2008-10-29,2023-02-17
6004,9633,5749,6008,2022-04-14,2027-06-02
6005,2623,3032,9343,2007-12-30,2023-07-30
6006,372,1881,6791,2017-07-25,2029-10-04
6007,6269,4677,3691,2009-05-05,2028-05-18
6008,2346,7562,5849,2010-11-12,2026-04-29
6009,2361,4306,7773,2021-07-22,2026-10-18
6010,9412,1847,7783,2017-07-16,2022-11-23
6011,4347,4579,4045,2020-10-30,2028-05-20
6012,6963,6926,5120,2007-04-26,2024-10-26
6013,6904,6175,1782,2015-12-26,2022-11-25
6014,6543,9805,409,2009-04-27,2024-04-28
6015,4713,8004,854,2011-01-29,2029-02-05
6016,5735,9035,2687,2010-11-01,2028-02-07
6017,1604,7475,7539,2016-04-21,2024-06-02
6018,5156,7639,8840,2021-02-15,2025-06-09
6019,1470,1915,3713,2009-09-18,2024-06-02
6020,3012,8027,510,2015-07-18,2027-04-26
6021,4387,9687,9276,2019-02-03,2025-09-05
6022,7942,4050,6097,2021-02-06,2025-03-06
6023,4352,8270,407,2019-11-19,2023-10-04
6024,766,6443,2649,2011-06-15,2026-05-20
6025,6691,4762,9521,2015-07-21,2025-03-28
6026,7171,5862,8790,2007-04-15,2026-12-09
6027,5292,4679,6237,2014-10-06,2029-08-16
6028,8523,7408,3586,2017-04-18,2026-06-03
6029,7528,6196,4004,2014-05-19,2022-09-20
6030,1555,3988,5970,2014-11-25,2023-10-10
6031,7440,6519,2907,2011-05-04,2027-10-11
6032,8841,9595,1400,2017-06-15,2029-02-25
6033,9754,4255,8362,2014-01-15,2029-12-16
6034,1548,3317,592,2012-01-26,2023-07-31
6035,8224,1815,5562,2017-06-12,2029-08-25
6036,9790,9973,8507,2007-05-07,2023-11-23
6037,8216,3380,281,2017-12-22,2029-09-13
6038,6789,737,5546,2022-03-21,2024-03-21
6039,9519,7679,4853,2011-11-24,2023-11-11
6040,272,7427,3399,2016-10-09,2024-03-25
6041,4661,3807,8345,2017-11-18,2029-11-03
6042,5951,8268,4586,2020-08-08,2029-01-20
6043,5843,3800,8443,2012-08-25,2026-08-01
6044,621,7523,2202,2010-12-15,2027-07-30
6045,755,3965,2684,2015-09-11,2028-10-25
6046,4105,604,2322,2018-12-28,2024-03-22
6047,5947,2926,3260,2021-06-11,2023-11-18
6048,2706,7119,7139,2015-02-07,2027-04-09
6049,8346,8429,6654,2010-11-07,2023-02-28
6050,3687,2399,9170,2011-07-28,2026-11-21
6051,2747,1609,4752,2015-07-15,2028-01-01
6052,9565,4293,8940,2022-04-06,2025-02-17
6053,3095,7572,351,2020-02-06,2029-04-24
6054,9141,592,3692,2015-11-05,2023-02-03
6055,8655,2381,1798,2015-01-15,2028-11-12
6056,253,3482,3265,2010-10-06,2023-03-15
6057,6178,1453,5564,2013-12-27,2029-11-15
6058,253,1547,8605,2016-07-30,2023-01-22
6059,177,7989,7410,2021-06-19,2023-12-30
6060,7185,5480,4908,2009-07-21,2025-07-08
6061,2749,4657,3297,2008-04-16,2029-09-23
6062,8894,9171,7107,2015-06-04,2022-07-14
6063,7540,4430,3057,2020-05-18,2027-11-15
6064,1520,4589,7527,2008-02-03,2023-06-07
6065,6498,1288,5259,2020-05-12,2028-08-26
6066,1693,8685,396,2013-08-02,2028-08-13
6067,7958,4286,5086,2021-09-17,2028-09-28
6068,3977,753,4770,2012-02-07,2028-01-22
6069,9273,2662,3506,2014-06-03,2029-09-25
6070,9425,3003,1419,2013-08-13,2022-11-21
6071,1471,5490,2384,2021-01-07,2022-11-10
6072,6009,7809,9029,2016-04-15,2023-05-29
6073,5994,1401,7168,2011-11-11,2024-05-27
6074,1754,3810,547,2007-07-31,2025-09-19
6075,8614,1438,8057,2011-06-24,2027-03-22
6076,5653,9640,4996,2017-12-14,2028-01-01
6077,8541,4657,7804,2021-12-15,2028-07-16
6078,5210,8947,7598,2016-02-05,2025-05-31
6079,1306,7368,8702,2012-04-13,2022-09-10
6080,4171,8162,8530,2010-05-25,2028-06-16
6081,3391,1721,4303,2018-10-12,2026-09-10
6082,8931,2275,7044,2007-06-25,2027-01-30
6083,1633,8479,8701,2016-10-27,2022-07-06
6084,9763,7542,9638,2012-01-10,2025-11-02
6085,6831,6895,3674,2012-11-13,2026-02-18
6086,6892,8595,149,2017-01-02,2025-06-26
6087,6706,8198,8406,2018-09-20,2024-08-16
6088,3130,6281,1139,2017-05-16,2022-07-15
6089,1391,9123,2425,2012-03-13,2028-08-19
6090,674,2831,8503,2012-12-18,2028-10-14
6091,2058,5646,2318,2012-04-02,2025-04-07
6092,9699,7995,8168,2007-03-08,2025-12-01
6093,6134,5301,7325,2016-04-26,2027-06-15
6094,6925,7354,8801,2011-07-16,2029-12-03
6095,6044,542,7057,2015-02-02,2026-02-27
6096,2836,6433,4571,2022-02-19,2024-09-24
6097,6972,8499,6511,2010-05-08,2028-11-01
6098,9678,4392,998,2008-01-16,2027-06-17
6099,7102,1400,4025,2012-10-13,2029-07-08
6100,5864,1748,4213,2008-12-06,2026-07-23
6101,9024,8039,2668,2016-01-19,2023-10-28
6102,4424,6988,8065,2022-05-06,2022-07-05
6103,8369,1387,959,2013-12-27,2022-06-10
6104,819,8577,4590,2020-10-14,2024-05-29
6105,1307,7805,5436,2014-06-08,2027-12-10
6106,9830,6831,978,2021-09-03,2026-01-24
6107,3441,2704,8617,2010-04-29,2026-06-11
6108,1651,10012,6982,2018-08-02,2029-09-12
6109,4717,1013,3236,2015-01-21,2024-09-18
6110,9351,8028,5693,2007-08-31,2029-07-07
6111,7662,4648,4112,2010-03-25,2023-08-26
6112,5479,8432,8836,2013-09-05,2022-12-13
6113,7558,4982,8766,2019-12-16,2022-06-15
6114,208,529,5769,2012-05-22,2025-08-30
6115,7722,8483,8022,2021-03-24,2023-06-12
6116,1774,3820,7045,2018-07-03,2028-05-09
6117,9774,4116,9275,2009-02-20,2023-09-23
6118,1602,7053,8634,2014-09-18,2029-06-28
6119,780,5974,8336,2019-01-30,2025-09-07
6120,2475,3954,860,2017-10-27,2025-01-13
6121,4439,121,6715,2007-06-29,2029-01-11
6122,214,4951,5464,2013-10-29,2024-11-11
6123,3365,8013,7585,2017-09-17,2029-06-30
6124,131,744,8293,2015-12-20,2022-12-29
6125,5016,6646,1606,2010-06-11,2025-05-19
6126,5497,3827,6210,2015-10-22,2025-07-11
6127,7284,4953,6733,2014-04-22,2029-08-30
6128,6698,7980,1996,2017-07-11,2023-01-13
6129,9757,3112,6177,2012-03-07,2023-04-30
6130,4449,6421,6047,2018-09-10,2028-01-26
6131,5155,7172,3841,2022-05-03,2026-08-13
6132,4009,1949,1552,2013-03-03,2028-11-16
6133,4095,3325,9499,2007-09-11,2025-07-25
6134,4946,2167,1430,2007-01-14,2029-02-03
6135,3255,1146,6507,2008-06-11,2024-08-19
6136,7591,6728,9585,2013-05-23,2027-07-06
6137,446,1067,5560,2020-01-24,2029-10-20
6138,8765,2811,2086,2008-08-24,2029-04-08
6139,859,3780,3146,2018-09-10,2023-06-30
6140,5959,8031,7530,2017-04-16,2023-08-25
6141,7828,2943,8446,2021-01-25,2028-11-11
6142,6766,6856,7300,2013-09-19,2029-03-07
6143,2969,1221,4467,2017-04-03,2029-08-25
6144,9575,9459,4001,2010-12-18,2029-07-27
6145,3526,8630,3618,2022-05-28,2026-08-24
6146,3328,4268,8190,2019-01-06,2025-09-07
6147,4562,7943,6172,2016-05-27,2024-12-15
6148,3802,9684,10043,2014-09-19,2024-07-09
6149,7110,5742,327,2015-12-06,2029-03-05
6150,2159,5322,8421,2010-05-22,2024-08-27
6151,3833,8189,6228,2016-12-18,2027-01-02
6152,511,420,1865,2008-12-25,2023-12-13
6153,6940,5153,7416,2015-06-08,2026-02-21
6154,2167,6649,9014,2009-07-04,2026-12-07
6155,6018,3421,8140,2017-04-24,2023-03-04
6156,5831,2014,2003,2008-04-01,2025-08-21
6157,5875,3262,3406,2008-05-06,2026-09-11
6158,9596,866,1539,2018-06-19,2029-07-23
6159,126,6863,4183,2013-07-26,2026-04-24
6160,8961,6343,8373,2022-02-20,2028-09-10
6161,2337,5655,2754,2010-07-22,2028-05-16
6162,9510,4391,8611,2014-01-31,2025-05-28
6163,861,5395,2395,2015-03-03,2025-07-03
6164,9199,1788,5338,2013-09-22,2023-05-23
6165,306,9809,9899,2019-09-13,2028-11-06
6166,4884,1387,5430,2014-07-03,2022-07-13
6167,8069,7509,5820,2012-06-27,2027-09-04
6168,2558,3150,6488,2007-05-14,2024-01-02
6169,9328,2454,4700,2008-04-30,2026-02-06
6170,272,7001,5602,2019-05-01,2024-03-06
6171,7129,7062,9419,2019-08-30,2024-12-31
6172,178,1646,4387,2010-06-08,2027-04-19
6173,1525,844,934,2011-07-22,2025-03-23
6174,2759,9077,9135,2020-02-18,2026-02-28
6175,3006,2060,2134,2011-12-29,2026-05-20
6176,3645,8683,5819,2016-02-14,2027-12-10
6177,2871,5002,4541,2010-05-27,2025-05-29
6178,1119,6735,4305,2020-03-27,2029-08-12
6179,5516,3528,8808,2009-10-01,2029-03-11
6180,6481,10067,1746,2018-07-20,2024-05-24
6181,4463,8267,116,2016-06-29,2026-09-26
6182,5016,6493,6004,2012-09-30,2024-12-22
6183,1113,3834,3269,2021-01-29,2025-05-31
6184,9397,7508,8344,2008-08-30,2027-03-06
6185,8064,6679,2235,2015-12-13,2024-06-18
6186,6539,6833,2306,2021-06-07,2024-05-05
6187,8224,9447,9586,2009-10-16,2026-11-14
6188,1511,2086,6974,2013-01-12,2027-10-30
6189,5990,5570,1351,2019-12-10,2028-01-29
6190,8265,7960,8486,2014-06-24,2029-06-02
6191,1425,4428,1261,2022-04-13,2026-05-14
6192,5759,9105,101,2014-12-26,2027-07-02
6193,306,7140,8162,2009-07-23,2026-03-24
6194,3563,5741,8725,2009-02-03,2028-09-14
6195,1888,3923,6842,2015-09-09,2025-03-23
6196,1414,1168,6154,2021-12-13,2027-11-15
6197,8004,9906,9301,2011-03-09,2022-07-19
6198,5674,8328,6577,2012-09-16,2024-02-25
6199,8296,3238,8608,2014-01-11,2025-03-03
6200,1247,6503,2093,2021-07-01,2029-01-29
6201,9335,7047,1894,2011-08-18,2029-01-27
6202,8180,8870,7574,2017-01-14,2026-07-21
6203,7787,2550,7172,2019-10-22,2029-11-05
6204,2699,9894,4722,2011-09-28,2024-07-03
6205,3260,9836,6555,2021-07-05,2026-04-23
6206,2121,9762,6861,2020-01-07,2025-11-06
6207,6461,4066,4352,2015-08-03,2023-02-17
6208,197,8086,6810,2016-05-03,2022-06-24
6209,3357,240,9244,2014-10-27,2024-09-18
6210,6692,5749,3392,2013-06-03,2029-01-21
6211,2659,3618,2766,2011-06-19,2023-04-14
6212,3012,7311,7832,2007-02-18,2024-04-01
6213,2111,2624,1347,2021-06-17,2027-06-20
6214,4048,6999,2380,2011-01-22,2024-10-19
6215,7657,4344,7556,2020-10-08,2025-06-20
6216,8743,4431,1531,2011-09-27,2022-12-11
6217,6702,6471,1887,2011-01-18,2023-07-26
6218,3682,6341,1274,2014-11-24,2027-01-16
6219,382,5847,7733,2017-04-12,2025-07-03
6220,4909,181,2435,2010-04-29,2024-02-11
6221,3431,9756,5894,2015-01-17,2025-09-05
6222,6493,7091,4716,2018-09-18,2023-07-29
6223,185,6981,261,2016-10-20,2029-08-24
6224,9055,5813,8511,2018-07-11,2029-11-13
6225,4345,1238,1086,2008-09-18,2024-01-27
6226,7043,417,3025,2016-03-22,2029-09-21
6227,5208,9983,5069,2015-09-07,2029-05-28
6228,6966,6043,6229,2014-09-10,2025-03-16
6229,5062,9982,4451,2018-05-23,2029-06-30
6230,6234,8608,4155,2016-06-12,2029-04-30
6231,3059,7546,7121,2008-07-28,2029-12-24
6232,7162,644,8650,2010-11-03,2025-03-26
6233,8866,1000,2201,2021-12-05,2023-09-17
6234,2386,644,9188,2021-08-28,2027-09-22
6235,5968,2829,1629,2010-04-26,2029-05-22
6236,8699,9700,2841,2022-01-08,2029-05-17
6237,4824,3891,131,2007-04-22,2022-08-09
6238,9019,2677,1351,2014-10-24,2025-08-29
6239,8091,8102,2308,2009-10-01,2025-09-14
6240,9938,2520,4840,2014-11-09,2024-04-21
6241,347,8438,5188,2008-03-29,2029-09-03
6242,9203,5995,9674,2019-04-03,2029-08-24
6243,4626,2289,7549,2021-01-01,2022-08-17
6244,3069,1289,4987,2011-07-23,2027-10-21
6245,7872,854,4890,2007-05-23,2023-03-31
6246,4383,5160,391,2013-03-30,2029-12-20
6247,8850,10079,2437,2007-03-19,2025-07-10
6248,6186,4391,7804,2019-12-07,2027-10-23
6249,5763,3754,3514,2009-06-18,2029-12-25
6250,904,5982,2252,2019-01-19,2029-04-11
6251,1633,6870,9660,2015-04-09,2023-08-24
6252,9485,3466,9703,2010-10-19,2027-11-30
6253,468,9337,4403,2021-04-19,2028-07-05
6254,3625,2781,6726,2007-11-17,2024-10-19
6255,640,648,9790,2014-11-16,2025-08-03
6256,7662,5038,5529,2017-05-02,2026-09-13
6257,8264,1530,4687,2010-12-09,2025-10-30
6258,8312,2546,1063,2011-02-07,2023-03-19
6259,2693,3477,704,2021-02-09,2023-10-21
6260,4049,6700,4067,2020-07-03,2029-10-20
6261,6680,9936,1456,2014-03-06,2025-02-08
6262,146,4651,8839,2016-09-07,2025-05-10
6263,8009,2541,3210,2016-05-18,2025-07-18
6264,3125,1809,2156,2017-03-02,2024-03-03
6265,1432,7428,9565,2009-11-30,2022-10-27
6266,8223,4075,2727,2008-10-11,2029-06-18
6267,1558,2499,6433,2020-06-16,2024-02-26
6268,5642,6985,3855,2010-10-28,2029-07-11
6269,5921,1697,3942,2022-04-26,2024-12-06
6270,6213,7159,9451,2017-12-31,2029-09-29
6271,8120,7182,9563,2007-06-06,2026-02-27
6272,7988,3581,7523,2007-02-26,2026-07-11
6273,4163,7759,875,2019-05-17,2029-05-25
6274,5546,6388,4611,2008-10-27,2023-07-05
6275,4618,1935,226,2013-05-31,2023-10-05
6276,8909,8302,225,2007-03-26,2027-04-19
6277,3702,6474,451,2014-08-13,2029-06-18
6278,7934,5719,165,2016-05-25,2028-09-03
6279,4191,5203,4574,2014-11-03,2024-06-18
6280,5003,7744,3806,2014-12-13,2029-11-15
6281,5103,1125,3317,2021-02-08,2026-01-20
6282,6529,7713,5278,2015-12-02,2029-02-17
6283,139,6973,1118,2012-02-24,2025-04-22
6284,1915,4570,3828,2019-11-09,2024-06-26
6285,8441,1585,7622,2015-12-08,2022-06-27
6286,1132,8265,510,2021-02-13,2029-06-27
6287,3069,1520,5837,2013-11-08,2026-08-09
6288,7761,2778,8775,2022-01-16,2023-08-26
6289,5587,1893,1843,2009-03-14,2027-07-13
6290,3905,4028,1729,2020-06-26,2027-03-06
6291,1832,7622,9672,2007-04-11,2024-06-05
6292,4436,9120,9078,2017-05-23,2028-07-23
6293,7726,4205,4476,2020-12-13,2022-06-14
6294,816,4578,2951,2011-12-26,2029-01-31
6295,2923,5515,3131,2018-02-06,2023-07-20
6296,9992,7806,3946,2021-08-29,2027-02-27
6297,8479,3862,1149,2020-10-29,2028-02-01
6298,1972,804,246,2013-08-01,2029-12-19
6299,5334,3064,3676,2015-01-26,2025-03-09
6300,9544,6976,6006,2009-05-07,2023-10-04
6301,4162,6659,9692,2012-11-30,2029-08-01
6302,1908,8529,147,2020-08-23,2027-12-08
6303,643,9098,3496,2017-12-18,2027-05-07
6304,601,1049,9604,2010-02-21,2026-11-23
6305,3369,5376,7278,2012-06-02,2027-06-11
6306,9687,6536,5373,2008-09-02,2022-09-22
6307,4926,3853,356,2018-04-07,2026-01-22
6308,8300,483,7885,2011-12-01,2028-06-03
6309,8544,3621,9323,2009-07-15,2023-08-14
6310,7474,2648,5365,2012-06-03,2024-08-29
6311,2906,8532,251,2015-09-07,2029-10-17
6312,2583,7808,7516,2007-10-30,2026-11-12
6313,1759,8956,5693,2012-08-26,2028-09-09
6314,6387,7454,1795,2009-10-11,2025-09-04
6315,8135,4979,9977,2015-03-29,2029-05-15
6316,5947,899,4827,2008-11-20,2027-08-02
6317,7544,6369,2139,2018-09-08,2027-03-15
6318,6925,9258,412,2007-11-21,2027-09-16
6319,7209,9991,7193,2021-03-30,2024-01-04
6320,3642,7284,4666,2018-10-07,2026-11-16
6321,8102,3969,6272,2008-08-30,2029-04-10
6322,4974,9606,4186,2013-05-02,2028-11-04
6323,4723,4038,1840,2019-02-02,2025-01-23
6324,245,1501,4663,2014-04-29,2026-07-12
6325,2137,9498,3188,2016-04-15,2025-11-10
6326,6400,9156,5700,2010-03-06,2029-03-23
6327,2939,2164,2133,2007-10-31,2027-11-15
6328,3442,6432,5549,2021-06-05,2023-06-20
6329,286,9577,706,2007-08-09,2026-10-17
6330,4030,3490,9111,2021-11-14,2024-02-13
6331,8507,5534,8772,2012-10-16,2027-05-17
6332,1044,2987,8691,2021-06-25,2025-04-05
6333,9988,3597,9025,2014-10-09,2026-07-01
6334,9703,8390,823,2017-11-28,2029-06-22
6335,3875,4306,1202,2021-11-26,2027-03-28
6336,140,10059,5830,2020-09-23,2026-02-17
6337,2026,8219,9066,2014-11-13,2024-04-16
6338,2148,7085,3667,2019-06-29,2023-10-12
6339,9451,1887,6808,2010-02-19,2028-11-06
6340,8185,6542,7073,2018-02-13,2026-03-26
6341,9463,6186,8392,2015-11-16,2029-04-26
6342,3879,2283,1729,2010-03-31,2025-08-09
6343,2850,5338,9721,2013-08-13,2023-05-24
6344,4921,8910,1181,2010-10-27,2023-02-26
6345,2988,6448,10069,2017-07-12,2022-06-21
6346,6653,3460,2540,2014-05-26,2028-06-30
6347,3624,6131,2796,2018-01-16,2028-08-01
6348,9805,5326,7522,2020-03-11,2029-08-29
6349,6567,340,995,2011-12-03,2028-02-24
6350,3058,3168,7779,2011-03-27,2026-03-28
6351,1633,8388,10000,2015-07-05,2028-12-15
6352,515,9898,8446,2020-01-26,2028-09-17
6353,8451,7616,8095,2020-11-23,2024-12-09
6354,2914,961,3214,2021-02-17,2024-06-26
6355,1642,8850,3395,2022-03-06,2026-10-24
6356,7649,5613,3562,2013-07-18,2027-08-24
6357,7438,6296,1952,2009-01-07,2024-01-16
6358,1735,1856,3667,2017-03-08,2025-05-14
6359,8166,8174,302,2015-07-03,2028-02-19
6360,6491,9543,5194,2019-02-20,2029-04-26
6361,1395,2709,2970,2021-03-20,2027-09-04
6362,1611,744,824,2013-03-31,2025-02-23
6363,3869,4357,9744,2017-09-24,2024-01-07
6364,7608,7143,4212,2012-04-11,2027-01-07
6365,1464,6510,1094,2014-08-21,2024-07-29
6366,7926,2348,2772,2019-11-04,2026-05-26
6367,1701,5520,7260,2007-09-05,2029-06-27
6368,5663,5084,9586,2009-04-22,2027-03-30
6369,7842,1160,5894,2021-12-15,2028-08-03
6370,9003,572,8075,2008-12-23,2022-11-14
6371,4127,3303,1491,2012-03-15,2024-05-12
6372,9990,5753,8156,2015-07-03,2025-06-18
6373,398,2906,6213,2016-07-24,2026-10-13
6374,4878,2568,1296,2012-02-29,2024-08-06
6375,3467,9561,8940,2018-10-18,2027-06-19
6376,3862,6147,3098,2018-10-11,2028-04-17
6377,6288,7987,5818,2012-04-26,2025-06-20
6378,2294,2844,1961,2011-11-12,2023-11-15
6379,7147,5512,2602,2013-12-31,2022-07-12
6380,4319,9971,7993,2021-06-23,2024-06-25
6381,8761,5440,3694,2013-03-18,2028-04-01
6382,1691,1193,1963,2020-10-03,2023-02-23
6383,706,7734,10059,2017-11-06,2026-04-10
6384,6005,3547,5601,2013-01-14,2024-01-07
6385,3763,7586,9273,2018-11-04,2022-10-05
6386,1435,1015,7149,2016-09-25,2025-04-22
6387,1560,2284,2404,2014-01-30,2026-07-01
6388,9903,6432,5730,2020-09-30,2023-03-04
6389,8694,6317,7110,2015-06-29,2028-12-05
6390,3840,8754,1955,2020-06-23,2029-01-07
6391,6723,7722,2467,2012-01-07,2024-04-11
6392,8374,5254,1122,2020-06-21,2022-12-23
6393,2122,6974,3926,2010-10-20,2027-10-28
6394,9011,5388,6589,2017-11-22,2026-02-20
6395,6344,1314,5403,2012-01-21,2028-08-16
6396,2669,8304,6525,2017-05-21,2023-10-05
6397,7376,7016,829,2011-10-03,2028-02-09
6398,3362,4422,7730,2013-06-03,2026-12-11
6399,9186,1632,9270,2008-10-06,2027-09-27
6400,247,4455,8109,2018-09-07,2027-07-06
6401,3102,6276,3018,2021-10-21,2023-03-08
6402,4903,4490,1804,2019-01-26,2025-11-07
6403,8744,2354,4045,2017-05-25,2022-06-09
6404,6997,975,8979,2011-05-02,2023-02-22
6405,1765,8888,2068,2022-01-27,2023-06-18
6406,1053,2289,5050,2017-08-20,2025-08-14
6407,2297,9647,1763,2012-11-21,2028-03-23
6408,7837,2191,7708,2014-08-17,2024-07-28
6409,1416,10065,324,2011-06-10,2023-08-26
6410,9958,1271,239,2017-10-07,2029-12-13
6411,4978,8105,3039,2008-03-01,2025-07-05
6412,7289,1763,1309,2014-04-09,2027-05-14
6413,9377,7517,2467,2009-10-28,2022-09-28
6414,571,2921,2971,2010-11-22,2027-01-08
6415,1597,8066,9870,2012-04-01,2025-11-09
6416,8481,6874,9448,2007-01-04,2027-04-27
6417,10017,9096,3773,2011-12-14,2028-12-17
6418,6527,7518,1812,2018-04-19,2026-05-26
6419,2448,4490,452,2008-09-07,2023-12-26
6420,10065,5557,9856,2013-05-11,2026-12-20
6421,6415,7826,1617,2019-01-19,2023-12-30
6422,7439,6655,7550,2021-12-17,2023-11-20
6423,1645,4772,10007,2020-11-05,2026-08-21
6424,8366,6397,6026,2012-12-02,2024-11-18
6425,6867,3143,6792,2014-10-30,2025-03-11
6426,310,3025,5922,2020-08-10,2029-01-22
6427,9312,4975,9958,2012-04-29,2027-08-31
6428,6543,2941,5173,2020-11-18,2028-10-15
6429,6529,6409,5354,2013-01-08,2028-05-27
6430,7702,7228,5498,2014-12-01,2024-10-13
6431,10087,2780,4429,2014-04-29,2025-06-20
6432,4490,7368,9597,2012-12-08,2029-01-05
6433,8811,4339,7877,2013-10-14,2023-09-30
6434,8227,8583,7190,2009-05-16,2026-08-09
6435,6767,239,6704,2018-10-25,2023-02-20
6436,6856,5092,6257,2014-12-04,2024-04-15
6437,3946,6111,5744,2018-08-27,2024-12-24
6438,3105,5750,4939,2012-08-15,2029-01-12
6439,3866,9153,9634,2018-12-17,2025-03-01
6440,930,4439,2029,2019-08-09,2029-10-22
6441,532,6983,3829,2010-03-29,2028-06-18
6442,3172,6606,1956,2021-08-15,2026-05-29
6443,4024,2350,148,2022-04-09,2028-10-31
6444,4659,2936,4302,2021-10-14,2028-02-03
6445,5840,637,1846,2014-03-03,2027-11-01
6446,9141,4449,4728,2014-12-18,2022-11-26
6447,8283,1531,6626,2013-01-18,2026-09-03
6448,801,9796,9388,2020-12-21,2023-07-17
6449,3777,5748,3747,2008-06-16,2022-11-28
6450,5040,3968,7886,2008-07-22,2023-03-12
6451,7053,9272,9505,2021-03-23,2028-04-01
6452,6695,5277,2826,2010-05-22,2028-04-24
6453,9880,4815,4362,2017-03-18,2024-06-30
6454,3120,9288,2438,2021-06-09,2023-07-05
6455,9664,4906,6395,2021-07-29,2029-11-07
6456,4372,661,5240,2014-01-04,2024-05-12
6457,3493,3758,4308,2009-03-17,2023-03-03
6458,9185,947,3930,2022-01-25,2024-12-08
6459,4756,1001,3701,2018-10-20,2025-07-29
6460,2341,7188,2187,2008-05-06,2023-01-28
6461,3496,2477,2726,2021-11-13,2024-03-05
6462,3972,6791,2315,2009-10-09,2024-07-19
6463,7637,6682,6745,2009-05-27,2024-07-24
6464,5665,9579,2181,2007-06-04,2027-03-29
6465,3305,1873,2645,2020-06-04,2026-03-23
6466,5052,2316,1560,2022-05-09,2026-10-19
6467,7178,3381,9541,2021-11-09,2025-03-26
6468,746,321,2547,2016-03-13,2023-03-18
6469,5259,567,6173,2010-09-26,2027-12-19
6470,6456,4855,6287,2013-11-03,2024-07-13
6471,789,7809,9098,2009-08-19,2025-04-04
6472,2821,5394,2084,2010-08-04,2027-11-27
6473,1519,9821,4588,2015-09-19,2026-07-23
6474,3444,7971,5663,2008-06-27,2026-01-23
6475,680,1700,7368,2019-03-29,2022-12-04
6476,9545,3977,3887,2007-08-15,2028-07-25
6477,9838,2706,7166,2015-07-06,2026-05-11
6478,8772,3761,7387,2017-10-27,2027-07-23
6479,3507,1970,3827,2009-09-01,2022-06-11
6480,5573,7659,3153,2020-04-10,2026-03-18
6481,10005,4807,6280,2019-06-01,2027-07-07
6482,9406,5187,8241,2010-02-16,2024-03-02
6483,695,9911,6466,2021-07-10,2027-09-13
6484,7989,4601,8514,2021-03-01,2027-05-30
6485,7413,3517,776,2015-07-04,2029-09-11
6486,7395,6306,2538,2021-03-11,2028-12-22
6487,9478,4481,9962,2021-11-25,2027-08-29
6488,2998,482,1377,2007-01-01,2024-11-01
6489,1969,7187,7877,2012-07-16,2027-12-07
6490,2140,2066,7210,2019-11-05,2028-02-17
6491,1696,9118,4989,2011-07-23,2029-05-02
6492,573,3027,5280,2021-02-25,2027-08-23
6493,8768,4394,1837,2018-01-22,2029-08-11
6494,3836,5947,7424,2015-01-22,2026-09-14
6495,5270,4287,114,2011-11-07,2023-10-04
6496,9335,2765,10029,2008-05-24,2027-11-24
6497,1515,7383,1333,2016-10-07,2029-08-19
6498,7377,2009,9366,2020-02-13,2022-11-13
6499,2430,614,3514,2019-07-21,2025-01-09
6500,5723,3388,8193,2015-10-13,2025-01-02
6501,8593,5793,7010,2016-05-19,2023-06-10
6502,8703,2788,4333,2013-03-12,2024-01-20
6503,7821,5985,3431,2014-09-28,2023-06-14
6504,5706,9523,9078,2019-03-17,2025-02-25
6505,3256,396,7462,2019-12-27,2022-06-06
6506,2477,8825,8879,2008-01-20,2027-02-02
6507,9814,6829,6688,2012-10-08,2025-03-31
6508,8802,9358,1989,2008-07-30,2027-02-11
6509,7749,8529,6792,2013-12-25,2028-04-27
6510,9452,5554,2143,2021-05-04,2027-09-20
6511,8444,8524,4946,2020-01-29,2026-01-07
6512,1644,431,6944,2011-06-11,2028-01-14
6513,4698,1895,2743,2007-04-27,2024-11-23
6514,7776,6964,9522,2018-09-07,2024-07-27
6515,5290,1571,3627,2009-01-11,2028-10-29
6516,616,2585,3560,2008-09-13,2023-08-08
6517,6365,1502,6693,2019-05-02,2027-04-16
6518,4772,8127,6586,2012-03-17,2023-03-22
6519,6155,2199,3213,2007-02-05,2027-04-17
6520,2814,2628,8332,2015-11-18,2024-06-18
6521,1541,5479,5501,2014-02-25,2024-07-31
6522,8554,6918,8115,2010-07-12,2029-08-05
