id_trips,forms_of_payment_id_forms_of_payment,departure_address,arrival_address,estimation,clients_id_clients,order_methods_id_order_methods,contracts_id_contracts
5138,9001,Semarang,Kota Kinabalu,3,8249,5217,5578
5139,3278,Shillong,Warsaw,3,8400,4204,8891
5140,8791,Calama,Pittsburgh,2,1213,8749,904
5141,4942,Phuket (city),Palma,2,6837,5264,1487
5142,4580,Belfast,Miri,4,4963,1729,7010
5143,9660,San Antonio,Enugu,5,8563,3269,819
5144,7034,Melbourne,Almaty,1,4413,3937,3622
5145,5367,Porto-Novo,Surat,3,3914,9730,207
5146,4291,San Francisco,Paramaribo,3,2461,6172,7747
5147,3963,Portland,Cartagena,4,2317,1474,5223
5148,1860,Pittsburgh,Sucre,4,3174,2646,7872
5149,3830,Calgary,Dublin,3,6144,6109,1316
5150,4943,Magadan,The Hague,1,827,7823,7528
5151,9167,Baltimore,Ottawa,5,7776,6275,5292
5152,6349,Hobart,Denver,2,8049,4815,5850
5153,8700,Da Nang,Honiara,5,1400,4455,1987
5154,3728,Port Moresby,Kawasaki,5,8957,2962,788
5155,6723,San Juan,Palembang,3,7989,4311,3982
5156,3399,Samara,Rome,2,7157,8966,1681
5157,3907,Salt Lake City,Tiraspol,5,2633,7575,8385
5158,3491,Melbourne,Ibadan,2,7755,5940,4365
5159,9599,Stanley,New Delhi,5,1854,10010,5948
5160,9526,Yerevan,Cebu City,3,2459,5438,6254
5161,3705,Nagoya,Maputo,3,7123,1955,2955
5162,4368,Port Moresby,Freetown,3,5074,338,6005
5163,6803,Ponta Delgada,London,1,900,8716,3727
5164,2088,Vaduz,Seville,1,1500,7331,9018
5165,9132,Vilnius,Indianapolis,2,7636,5352,513
5166,7849,Maputo,Vientiane,2,2359,3429,1216
5167,8695,Iquitos,Mexico City,3,5189,3177,5800
5168,3107,Lisbon,Johor Bahru,3,8490,8817,2693
5169,9719,Ho Chi Minh City,Omdurman,3,4184,3732,4722
5170,7182,Perth,Nice,5,2719,9165,5126
5171,4552,Kandy,Zagreb,2,7283,3051,7824
5172,1658,Liverpool,Novosibirsk,5,2734,7198,1150
5173,9187,Guayaquil,Omdurman,4,8757,5859,1011
5174,3855,Montreal,Berlin,1,4882,8436,4870
5175,6399,City of San Marino,Panama City,1,8547,4894,5611
5176,5467,Weno,Yamoussoukro,3,5590,473,4999
5177,3250,Siem Reap,Gdańsk,4,5987,9889,1322
5178,9356,Aarhus,Porto,3,6518,6961,9939
5179,9907,Mumbai,Skopje,5,8289,5099,2212
5180,1792,Davao City,Santiago,5,7187,6273,8653
5181,2108,Guangzhou,Banjul,2,6573,1308,4026
5182,7205,Skopje,Houston,2,7775,2405,5058
5183,7018,Malé,Caracas,2,129,4514,1646
5184,5081,Malacca Town,Kabul,2,5934,1232,8275
5185,731,Tashkent,Tallinn,1,8896,4813,5059
5186,1309,Magadan,Nashville,2,7402,8414,3340
5187,7401,Manchester,Manaus,3,230,7578,5594
5188,1312,Guayaquil,Sarajevo,3,9240,6072,4113
5189,9529,Niamey,Hiroshima,1,3059,3734,9404
5190,3613,Guadalajara,Chengdu,2,5450,7159,7634
5191,9574,Saint John,Linz,3,2901,9154,5855
5192,7244,Pekanbaru,Caracas,1,9846,4619,8251
5193,5652,Chihuahua,Bursa,1,2280,1857,4529
5194,9826,Saint-Pierre,Kaliningrad,5,7413,4163,3997
5195,5266,Kuwait City,Assis,4,2158,5021,5334
5196,2657,Tamale,Hobart,3,9337,3774,3954
5197,7413,Nouméa,Nice,1,8696,6559,949
5198,5223,Phnom Penh,Malabo,2,1275,1799,7557
5199,9033,Shenzhen,Caracas,1,1984,6952,1755
5200,6704,Pune,Lagos,4,1690,2700,603
5201,9900,Calgary,Kyoto,5,2347,7836,5798
5202,9315,Vienna,Hanoi,5,4217,6945,7061
5203,4464,Mbabane,Yangon,5,9363,511,3385
5204,1976,Ibiza,Kigali,1,9984,9458,9334
5205,9421,Juneau,Nassau,4,5873,3419,765
5206,9293,Baghdad,Winnipeg,1,1080,742,4457
5207,8677,Avarua,Gothenburg,2,8442,8689,5279
5208,3840,Gaborone,Vatican City,3,5553,6376,4641
5209,7114,Douglas,Malang,5,292,1394,5488
5210,407,Chiang Mai,Port Hedland,2,3355,6732,6816
5211,6048,Sitka,Qingdao,1,6034,8195,5592
5212,9909,Qingdao,Tampa,2,6992,1774,9917
5213,9777,Aberdeen,Vancouver,3,3063,4702,2122
5214,2562,Hai Phong,Ponta Delgada,2,1568,381,10100
5215,9431,Tamale,Chongjin,4,8595,3083,3143
5216,7658,Gangtok,Madrid,1,6111,5644,2913
5217,2616,Tucson,Kansas City,4,337,4158,4901
5218,8359,Mogadishu,Gaziantep,5,6697,277,6156
5219,9899,Papeete,Jersey City,3,4454,8288,5172
5220,9488,Madrid,Iqaluit,1,5290,309,8281
5221,5608,Kuwait City,Belém,2,5204,9801,8598
5222,9285,Ulan Bator,N'Djamena,3,4787,7915,4165
5223,4088,Copenhagen,Asunción,1,3508,6398,2582
5224,6966,Quebec City,Taipei,3,3629,4398,5479
5225,804,Malé,Bujumbura,3,9076,1926,4201
5226,4062,Luxembourg (city),Aberdeen,4,1878,3815,2881
5227,8149,Pattaya,Rochester,1,1413,3855,8223
5228,5383,Bandung,Juneau,3,8779,2728,8088
5229,288,Roseau,Papeete,2,8436,7492,4137
5230,7206,Kawasaki,Bratislava,5,2294,8816,3940
5231,2408,Las Vegas,Blantyre,1,8769,2727,8744
5232,1096,Charlotte Amalie,Francistown,2,3586,9681,511
5233,2463,Hamburg,Rio de Janeiro,1,8605,1185,1605
5234,6711,Birkirkara,South Tarawa,1,2019,7018,4752
5235,6377,Porto Alegre,Asunción,3,3161,3332,3277
5236,4423,Tianjin,Boa Vista,5,9498,231,9710
5237,9276,Pelotas,Avarua,3,2153,8029,4943
5238,9577,Riverside,Sofia,1,154,5731,10100
5239,5632,Kano,Fredericton,3,8768,4415,6517
5240,181,Juneau,Fukuoka,5,9901,3079,1680
5241,2526,Winnipeg,Cairns,3,10030,2906,6768
5242,934,Edinburgh,Buenos Aires,1,7576,7403,5611
5243,4602,Adak,Yaren District,1,6048,1962,10115
5244,9385,Nassau,Nukuʻalofa,4,301,1603,5329
5245,8894,Belém,Stepanakert,1,8306,9131,8911
5246,7621,Balikpapan,Cannes,3,6215,5275,480
5247,4200,Chişinău,Kuwait City,4,7645,2115,5286
5248,2311,Mandurah,Puebla,3,4589,9452,6779
5249,6055,Iloilo City,Mashhad,3,3412,3030,2061
5250,3395,Casablanca,Kolkata,1,487,7580,2044
5251,3473,Beijing,Hiroshima,1,1466,9363,4484
5252,7678,Dodoma,Mwanza,2,3638,3387,2239
5253,7234,Salt Lake City,Apia,2,2462,8811,4071
5254,8230,Abuja,Ho Chi Minh City,2,7971,7833,6567
5255,3133,Rio de Janeiro,Yerevan,3,7832,8301,6106
5256,437,Qingdao,Funafuti,1,9074,4468,2136
5257,2962,George Town,Baghdad,1,4874,4361,5567
5258,6894,Port Louis,Lhasa,4,6818,7414,7235
5259,969,Valparaíso,Hanga Roa,1,6007,4268,3111
5260,2746,Phoenix,Accra,5,6143,5572,2721
5261,9690,Cayenne,Vitória,5,3716,8081,3559
5262,2579,Cockburn Town,Longyearbyen,1,8653,5130,6961
5263,5932,Kawasaki,Enugu,5,4545,2517,3535
5264,4666,Saint Petersburg,Edinburgh,2,3433,3865,1959
5265,8799,Padang,Ouagadougou,4,8474,5861,10104
5266,2827,N'Djamena,Brasília,1,4099,2661,7159
5267,1271,Moroni,Riyadh,4,8720,7720,3673
5268,892,Salzburg,Phnom Penh,2,4997,2807,6703
5269,8688,Copenhagen,Ljubljana,1,716,5485,9440
5270,5751,Yogyakarta (city),Abuja,1,835,7032,2690
5271,4469,Port Moresby,Dili,5,6134,8931,7548
5272,7322,Bangkok,Okinawa,3,7506,1664,9879
5273,1503,Ibiza,Porto-Novo,5,6697,7833,3999
5274,4740,Alor Star,South Tarawa,3,7800,2388,3163
5275,8631,Marrakech,Namangan,4,6881,7710,236
5276,7399,Chengdu,Edinburgh,1,5084,8598,2352
5277,3575,Norilsk,Nashville,3,6181,5711,9341
5278,1027,George Town,Yerevan,3,9759,9006,5842
5279,4235,N'Djamena,San Antonio,1,2723,8269,5573
5280,5548,Tamale,Malacca Town,4,5610,4373,1177
5281,9166,Dakar,Qingdao,3,580,8918,5479
5282,4782,Kobe,Belfast,3,826,6855,10006
5283,10095,Casablanca,Veracruz,1,9352,4339,3054
5284,4004,Semarang,Shenzhen,5,9472,7351,628
5285,9662,Guangzhou,Arbil,4,5246,2800,9741
5286,1984,Bloemfontein,Puerto Williams,1,8464,3645,7426
5287,5625,Porto Velho,Phuket (city),4,9184,6891,2863
5288,7015,Stepanakert,Kawasaki,2,6967,2590,9864
5289,5292,Brasília,Magadan,5,1427,8320,4899
5290,1797,Hargeisa,Bamako,1,3020,2972,3513
5291,6930,Brisbane,Belize City,4,7814,5993,4327
5292,1002,Nagoya,Christchurch,5,4745,2240,290
5293,7001,Porto,Riga,1,4577,3555,8275
5294,6506,Rockhampton,Port Blair,1,9448,7952,3778
5295,2238,St. George's,Dunedin,3,1487,9993,1264
5296,108,Arbil,Islamabad,2,8428,1198,2089
5297,7686,Maseru,Concepción,5,6352,2145,7116
5298,944,Tiraspol,Monterrey,2,216,7325,3971
5299,10060,Durango,Tallinn,4,6750,1341,2002
5300,9886,San Antonio,Ürümqi,4,2489,7046,2768
5301,3555,Munich,Santa Cruz de la Sierra,2,2548,2502,590
5302,2593,George Town,Chongjin,5,9185,5542,3488
5303,1727,Albuquerque,Lusaka,2,6877,8799,6081
5304,7379,Ouagadougou,Cork (city),2,9428,2228,6828
5305,4030,Newcastle,Papeete,5,2451,8352,3149
5306,2560,Recife,Basse-Terre,1,2697,7073,5443
5307,8866,Puerto Williams,Leeds,5,8871,750,7118
5308,4324,Gaziantep,Sukhumi,4,5847,278,4231
5309,1884,Yangon,Malé,3,8775,9029,9669
5310,3839,Hilo,Ciudad del Este,1,5895,1347,9739
5311,6180,Yerevan,Santiago de Cuba,5,7786,1210,312
5312,9676,Bujumbura,Las Palmas de Gran Canaria,1,6987,7334,6246
5313,3448,Bujumbura,Yangon,1,5217,2250,5498
5314,340,Yokohama,Luanda,5,1559,1754,1185
5315,10016,Pattaya,Road Town,3,4408,7017,7482
5316,3216,Taipei,Bergen,4,6827,9953,3196
5317,499,Brazzaville,Rochester,5,8713,7717,3800
5318,9380,Málaga,Frankfurt,2,1186,7521,4227
5319,2595,Horta (Azores),Nicosia,2,3289,6930,9117
5320,3171,Pretoria,Skopje,1,5880,2895,6818
5321,8865,St. George's,Bandar Seri Begawan,5,2260,6493,9181
5322,9644,Miri,Kaesong,5,6054,8121,5113
5323,846,Linz,Iquique,5,4655,1035,1478
5324,6380,Hanga Roa,Nanjing,3,9830,9744,5956
5325,7645,Jaipur,George Town,4,7218,3096,4771
5326,7013,Naypyidaw,Hong Kong,3,4838,2202,5812
5327,277,Makati City,Doha,1,3592,603,4140
5328,9148,Cincinnati,Denver,3,7417,5640,4405
5329,3990,Hanover,Yangon,1,2230,7533,8435
5330,8906,Willemstad,Dededo,4,8086,581,9893
5331,2570,Luanda,Melekeok,5,323,2128,4116
5332,1226,El Paso,Rochester,2,7620,1069,2302
5333,2939,Accra,Ottawa,1,479,7018,2244
5334,2922,Port Louis,Serekunda,4,4182,1015,4734
5335,1424,Lanzhou,Antananarivo,5,1197,7855,3902
5336,3835,Honolulu,Mexico City,3,1350,6746,5635
5337,2038,Tianjin,Tbilisi,5,7195,2928,7552
5338,2613,Gangtok,Okinawa,4,6319,6394,2995
5339,7242,Abuja,Srinagar,2,7413,9902,6260
5340,8531,Hangzhou,Graz,3,1387,5894,7592
5341,3917,Durango,Dhaka,4,9067,9449,7604
5342,6943,Kabul,Fort-de-France,1,7947,5751,1762
5343,9827,Belgrade,Mamoudzou,5,6399,5970,3666
5344,9329,Bilbao,Kinshasa,4,1812,3602,5616
5345,3691,Mérida,Charlottetown,4,1573,1762,3266
5346,5429,Managua,Aarhus,4,9895,8413,7640
5347,2567,Chengdu,Hat Yai,2,5432,3940,6129
5348,604,Kyoto,Cape Town,4,3365,2666,2148
5349,7351,Naypyidaw,Maseru,4,9133,2447,3462
5350,6796,Lucknow,Taichung,5,2168,7076,2867
5351,6260,Tampa,Magadan,1,7868,9053,8874
5352,3661,Kuching,Hat Yai,4,6041,1788,3245
5353,5108,Stuttgart,Townsville,5,1879,4232,5160
5354,942,Algiers,Ankara,2,6721,8507,6603
5355,6356,Edinburgh,Kuwait City,2,4477,5604,2913
5356,1694,Seoul,Rochester,3,1556,7494,6573
5357,2627,Stanley,Brasília,4,9696,9885,4413
5358,2879,Kanpur,Chicago,1,9610,1327,2945
5359,4253,Manaus,Luxor,3,1556,5357,4716
5360,4648,Skopje,Marseille,5,2717,140,323
5361,4262,Monaco,Pretoria,1,4095,3684,5949
5362,764,Shillong,Pittsburgh,2,9647,3425,2669
5363,9030,Lisbon,Nukulaelae,5,8062,2802,1378
5364,9048,Bulawayo,Srinagar,2,4250,9751,6631
5365,10037,Invercargill,San Carlos de Bariloche,2,4256,5918,8289
5366,5741,Cologne,Hobart,1,2407,402,8209
5367,2226,Frankfurt,Omdurman,1,6682,356,9788
5368,6639,Bangalore,Melbourne,1,9650,107,5671
5369,5031,Macapá,La Paz,5,8018,9224,7955
5370,1744,Almaty,Hanga Roa,4,9159,1506,8243
5371,3655,Hanoi,Zagreb,1,2185,8195,1193
5372,7382,Taipei,Brisbane,3,6399,3233,5593
5373,9057,Wonsan,Samara,1,4534,4652,8721
5374,3960,Singapore,Petropavlovsk-Kamchatsky,4,2150,2640,5200
5375,131,Stanley,Thimphu,4,7120,3438,6374
5376,1677,Iquique,Siem Reap,1,4852,5550,6705
5377,4938,Saskatoon,Split (city),4,4445,2721,2949
5378,4928,Las Vegas,Murmansk,5,7333,5781,8454
5379,9719,Fortaleza,Cali,1,4539,3459,8191
5380,9862,Semarang,Manama,5,3496,5377,7253
5381,8422,Kota Bharu,Salzburg,3,6343,9632,2340
5382,8336,Karachi,Baltimore,1,8923,2639,3351
5383,7425,Khartoum,Baku,1,4828,6041,333
5384,5707,Yaoundé,Lyon,2,5573,1141,304
5385,328,Douala,Vladivostok,4,7372,7585,5194
5386,1636,Valparaíso,Gothenburg,3,5537,320,7841
5387,9490,Sitka,Jersey City,3,2096,8606,5726
5388,8060,Reykjavík,Monrovia,3,5522,598,5742
5389,9003,Muscat,Mashhad,1,5499,9910,9079
5390,2719,Yerevan,Qingdao,3,3868,10060,5749
5391,7684,Toronto,Rockhampton,3,2746,5117,1343
5392,4468,Bulawayo,Kigali,1,613,1923,1638
5393,8861,Brisbane,Berlin,1,1449,1191,1078
5394,9089,Kuwait City,Chuí,1,2896,10031,5855
5395,628,Hamilton,Turin,4,1661,4078,3718
5396,2754,Banda Aceh,Iquique,5,2449,9707,6905
5397,9679,Shanghai,Shenyang,1,5706,3264,4687
5398,8980,Dakar,Seoul,2,887,1711,9421
5399,2983,Liverpool,Mersin,4,762,975,8939
5400,4565,Santiago,Cleveland,3,1877,286,5463
5401,7022,Shanghai,Mwanza,5,5522,2004,1648
5402,3693,Patna,Vilnius,4,9119,6226,3082
5403,2710,Bahía Blanca,Hiroshima,4,4675,1687,1694
5404,7705,Málaga,Athens,2,4251,9597,6224
5405,2877,Split (city),Dalian,4,6982,1103,4214
5406,2943,Winnipeg,Hong Kong,5,721,2919,6505
5407,6983,Rabat,Rabat,2,1175,2437,9971
5408,4796,Manaus,Francistown,3,5514,4944,9243
5409,4408,Abidjan,Patna,3,3674,8594,2270
5410,2408,Karachi,Dallas,1,1664,627,2568
5411,2904,Nairobi,Glasgow,1,5394,4890,6904
5412,1422,Milwaukee,Dushanbe,5,5384,7338,1479
5413,6161,Adelaide,Longyearbyen,4,7963,1554,7522
5414,6454,Honiara,Ürümqi,4,7685,5075,1059
5415,2823,Shenyang,Detroit,5,579,9582,5377
5416,8206,Mashhad,Taipei,3,2900,5569,2407
5417,8943,Papeete,Moscow,3,3401,3833,7272
5418,3065,Cusco,Malacca Town,5,1760,144,4133
5419,8632,Kota Bharu,Nantes,2,5267,5326,3885
5420,7061,Port Said,Surat Thani,2,5722,8041,4403
5421,6961,Pristina,Buenos Aires,4,3265,8189,276
5422,241,Lyon,Casablanca,1,6903,5634,3902
5423,8675,Copenhagen,Ljubljana,3,6923,9339,2271
5424,755,Funafuti,Angra do Heroísmo,3,3587,7583,4476
5425,5588,Pittsburgh,Kansas City,1,9039,1344,6169
5426,149,Lagos,Petropavlovsk-Kamchatsky,5,403,336,3144
5427,5406,Bulawayo,La Serena,3,5788,1416,9624
5428,3938,Hamilton,Chuí,2,8824,2005,5215
5429,8040,Nukulaelae,Port Blair,1,9333,3656,1010
5430,4732,Manchester,Bogor,1,8561,2036,2668
5431,1033,Shenyang,Banjul,4,1842,6913,9354
5432,7445,Bucharest,Nassau,2,2793,417,8246
5433,8491,Toulouse,Raleigh,1,7511,1447,8296
5434,9505,Hanga Roa,Darwin,1,1058,3044,4212
5435,8769,Bloemfontein,Handan,5,3057,7489,8989
5436,6695,Paramaribo,Basra,5,2138,3300,10037
5437,2299,Gaza,Valencia,4,8523,790,7516
5438,6379,Adamstown,Udon Thani,4,7499,3236,4272
5439,755,Maputo,Shigatse,2,1826,181,714
5440,512,Kano,Nagpur,4,1790,4317,4596
5441,4795,Denpasar,Montreal,3,3414,9471,5519
5442,4478,Tartu,Cebu City,3,1982,5689,3923
5443,3689,Minneapolis,Lubumbashi,4,8896,4004,9078
5444,9291,South Tarawa,Canberra,1,2294,2571,4525
5445,1360,Sucre,Rio de Janeiro,3,5733,1303,532
5446,2450,Nanning,Douala,4,5429,4572,772
5447,8464,Lyon,Yamoussoukro,5,7646,9363,4032
5448,6114,Buenos Aires,Ho Chi Minh City,2,6585,8966,4028
5449,9172,Juneau,Rio Branco,1,9813,9971,3622
5450,3703,Libreville,Manama,4,4223,2340,9867
5451,5595,Palembang,Hamilton,1,9398,8015,3380
5452,1322,Wollongong,Marseille,2,140,362,8814
5453,8378,Tartu,Hangzhou,2,5587,6156,9754
5454,4708,Hanover,Nice,1,10087,7047,8602
5455,8391,Toulouse,Chihuahua,1,1580,5913,6437
5456,5575,Bangalore,Sucre,4,10091,6485,3919
5457,5634,Incheon,Iloilo City,3,10037,827,1353
5458,590,Adelaide,Multan,2,4098,4916,365
5459,8723,Zürich,Osaka,4,3550,2876,1224
5460,275,Bratsk,Toronto,5,9094,9730,8513
5461,5657,Geelong,Nukuʻalofa,5,4584,3144,6450
5462,6147,Rio de Janeiro,Adelaide,5,512,8208,7585
5463,3702,Zagreb,Papeete,2,4172,3743,1631
5464,4192,Malacca Town,Vientiane,1,694,238,6978
5465,2547,Tampere,Port Moresby,3,3025,8038,6989
5466,7979,Rabat,Novosibirsk,1,7076,6489,5842
5467,6764,Riverside,Bern,1,632,3348,7946
5468,3348,Adana,Shenyang,2,3587,6376,6615
5469,4474,Semarang,Adelaide,3,912,7199,2393
5470,5895,Basse-Terre,Calgary,5,395,444,9065
5471,5460,Quezon City,San Carlos de Bariloche,3,7383,2296,6638
5472,832,Geelong,Apia,3,4197,3388,298
5473,6683,Bangui,São Paulo,3,8986,4778,8729
5474,2643,Recife,Frankfurt,5,9262,7575,8465
5475,8917,Ho Chi Minh City,Kandy,5,3297,6665,6307
5476,1662,Lobamba,Lubumbashi,5,6314,9762,2880
5477,3791,Canberra,Mersin,5,4668,7940,5886
5478,6974,Turin,Dallas,5,5735,6376,6292
5479,3668,Omsk,Memphis,4,3653,8533,6611
5480,3045,Lviv,Ankara,2,7762,3681,6556
5481,9804,Singapore,Tripoli,1,3063,4099,1486
5482,344,Medina,Dallas,4,8058,1734,1776
5483,7613,Murmansk,Chaguanas,2,7690,183,5375
5484,5865,Belize City,Yokohama,1,3036,6754,8439
5485,594,Espoo,Cusco,2,1039,8863,2347
5486,4305,Christchurch,Cayenne,1,8626,1303,7568
5487,3261,Port Vila,Rio Branco,4,8611,1765,6742
5488,9804,Valencia,Bangui,3,8125,1343,9161
5489,8873,Naples,Toulouse,2,5367,2332,8268
5490,2943,Lomé,Kota Bharu,1,124,7546,1793
5491,6497,Omsk,Mexicali,4,8900,1080,5550
5492,4016,Montreal,Castries,5,7347,6820,2756
5493,1755,Campinas,Vaduz,1,7638,3477,4441
5494,3097,Ciudad del Este,Philadelphia,4,1698,809,4364
5495,5706,Shigatse,Cork (city),4,1392,1157,7690
5496,961,Alexandria,Iquique,4,2367,10085,9383
5497,5713,Stepanakert,Fortaleza,1,4567,5265,1746
5498,9529,Fredericton,Baku,4,7764,9728,5792
5499,7805,Nakhon Ratchasima,Port Hedland,4,10059,4747,3465
5500,481,Veracruz,Udon Thani,2,2134,351,3634
5501,1684,Jersey City,Francistown,2,5448,2548,5613
5502,7748,Chongqing,Saint-Denis,1,9015,609,7907
5503,3470,Saint John,Quetzaltenango,4,3311,8902,8912
5504,1737,Rochester,Makassar,5,2640,744,3648
5505,328,Dalian,Ponta Delgada,4,8710,6145,956
5506,6299,Ibadan,Aberdeen,4,6585,3052,2397
5507,1354,Calama,Magadan,5,7166,7655,10104
5508,3523,Iloilo City,Livingstone,2,9818,5483,669
5509,3188,Shanghai,Seoul,3,9814,3184,4367
5510,2628,Brisbane,Agartala,2,6134,9859,7442
5511,9555,New Orleans,Nukuʻalofa,4,4247,6403,7878
5512,5040,Tampere,Albuquerque,1,2170,727,3197
5513,8602,Lucknow,Melbourne,1,2078,1653,8894
5514,6811,Saint-Pierre,Palembang,5,2139,1112,504
5515,2118,Cincinnati,Srinagar,3,1126,5879,4947
5516,6861,Multan,Paramaribo,3,2719,5620,2397
5517,8364,Basse-Terre,Kaliningrad,3,225,2851,3647
5518,4024,Niamey,Kanpur,2,7568,2109,10181
5519,7693,Bridgetown,Nuuk,5,6821,6607,2739
5520,6879,Papeete,Calgary,2,5498,6664,1589
5521,2309,Tunis,Colombo,4,7955,7281,6229
5522,9983,Odessa,Patna,3,1608,2637,7816
5523,1495,Phnom Penh,Kuching,5,628,1551,8503
5524,4621,Rio de Janeiro,Surat Thani,5,2606,7594,3960
5525,5984,Anchorage,Pattaya,4,7857,9428,3843
5526,2242,Edinburgh,Sitka,1,8020,1606,8770
5527,4956,Perth,Vancouver,5,215,9458,481
5528,3056,Shenyang,Hamburg,4,8716,5721,1970
5529,1044,Malang,Innsbruck,5,2674,1841,6749
5530,9662,Gangtok,Leipzig,5,7108,2595,6942
5531,1655,Alor Star,Macapá,4,3081,4701,8912
5532,5893,Perm,Milan,5,8597,8796,4639
5533,3189,Anchorage,Kyoto,4,6177,6308,10028
5534,305,Bamako,Dodoma,1,3044,5047,9640
5535,1973,Bern,Kuching,1,5644,7702,6487
5536,3485,Hong Kong,City of Halifax,1,6445,6176,1883
5537,2689,Amsterdam,Avarua,3,950,4574,1305
5538,6754,Leipzig,Wonsan,1,8751,349,6088
5539,2495,Kathmandu,Kandy,2,6236,1202,2155
5540,745,Miri,Alofi,5,7712,8111,8584
5541,4972,Palikir,Nukus,1,3499,496,6627
5542,8455,Bucharest,Dunedin,4,6678,9701,3763
5543,3692,Auckland,Nouméa,5,1074,4996,6857
5544,9841,Oklahoma City,Pekanbaru,1,7306,7851,9815
5545,2453,Leipzig,Suez,3,999,5725,222
5546,4932,Antwerp,Kiev,1,5742,7335,9299
5547,4082,Guangzhou,Tagbilaran,3,5683,7723,8296
5548,3382,Wonsan,Asmara,2,9006,8973,8695
5549,6708,Edinburgh,Stuttgart,2,2392,4137,3217
5550,5598,Weno,Sana'a,1,9943,3798,2036
5551,3918,La Paz,Rawalpindi,1,5853,1219,8698
5552,4487,Seattle,Las Vegas,5,9207,8037,3687
5553,929,Enugu,Quito,1,1148,5452,8820
5554,2021,Willemstad,Guatemala City,3,9540,170,2079
5555,7051,Atlanta,Ndola,3,8744,3799,2225
5556,9062,Busan,Saint Petersburg,4,2028,4548,2177
5557,3581,Davao City,Strasbourg,5,7227,1158,1774
5558,3635,Maputo,Riyadh,2,7127,3443,550
5559,5559,Manama,Asmara,4,5142,3367,762
5560,6743,Whitehorse,Anadyr (town),4,1502,5577,7820
5561,908,Warsaw,Bratislava,4,8604,10014,9899
5562,2769,Pyongyang,Francistown,5,5521,3632,7370
5563,5254,Bandar Seri Begawan,Tianjin,3,5441,493,7427
5564,2023,Novosibirsk,Kingston,2,3154,6141,5290
5565,2459,Rochester,Ashgabat,2,2664,3763,748
5566,3384,Perth,Batticaloa,1,4636,2524,8965
5567,10024,El Aaiún,Almaty,1,7756,8266,5171
5568,5517,Ahmedabad,Port-au-Prince,4,3412,5716,2900
5569,2317,Newcastle,Baku,5,9160,4174,836
5570,3868,Port Said,Santiago de Cuba,4,6386,6848,963
5571,2978,Zürich,Incheon,5,5592,2790,9784
5572,6726,Düsseldorf,Leeds,1,1463,8859,4945
5573,9972,Marrakech,Castries,1,1640,8759,10004
5574,1889,Havana,Málaga,4,710,1315,3038
5575,3889,Addis Ababa,Kaohsiung,4,4105,7510,2939
5576,4052,Ankara,Mumbai,5,216,9417,2524
5577,2839,Cannes,Mamoudzou,1,9134,8700,6131
5578,1982,Yakutsk,Guadalajara,2,3158,2022,5780
5579,712,Memphis,Mexico City,2,4777,1809,4940
5580,6950,Chaguanas,Srinagar,4,980,10023,1416
5581,4027,Iqaluit,Buenos Aires,1,285,7654,5360
5582,5430,Yerevan,Ilhéus,5,4279,2634,2332
5583,8369,Prague,Shenyang,4,4850,867,5269
5584,1067,Abuja,Malmö,3,8670,7414,8697
5585,7585,Guadalajara,Strasbourg,1,9648,8586,9629
5586,718,Funafuti,Bangui,3,7697,5792,3955
5587,7064,Mérida,Espoo,1,5135,1981,364
5588,9711,Nairobi,Lucknow,5,5416,9546,9307
5589,3991,Lusaka,Asmara,5,5668,7253,6280
5590,6635,Dammam,Lyon,3,8175,5013,8145
5591,1603,Johor Bahru,Malacca Town,3,6579,8131,2958
5592,9090,Philadelphia,The Hague,3,2943,2100,1539
5593,3338,Beijing,Mexico City,1,3994,9998,1982
5594,7296,Málaga,Kigali,4,4022,5675,7777
5595,10068,Port of Spain,Saint-Denis,1,7677,7159,1306
5596,10094,Ljubljana,Stockholm,3,1144,9601,6209
5597,2310,Chihuahua,Vienna,1,2274,5553,5339
5598,1400,Stockholm,Padang,2,6941,3620,1687
5599,8469,Guadalajara,Bangui,2,5694,292,4753
5600,4837,Angra do Heroísmo,Dhaka,4,8517,10026,428
5601,1824,Ndola,Palikir,4,8527,4362,5692
5602,613,Asunción,Muscat,1,4739,7797,5604
5603,1291,Hat Yai,Freetown,5,1499,2646,604
5604,9555,Gothenburg,Lagos,4,7437,3939,4839
5605,7748,Bloemfontein,Assis,3,2041,9342,9750
5606,8404,Anchorage,Amman,1,2463,5684,9130
5607,8475,Quito,Porto-Novo,5,6476,4874,9701
5608,1594,Norilsk,Gangtok,3,147,6366,579
5609,4538,Rawalpindi,Seoul,4,3766,5649,7449
5610,7018,Valparaíso,Miri,3,2209,786,560
5611,6436,Concepción,Kunming,3,7405,9159,2019
5612,5883,Cebu City,Kanpur,3,9780,7477,8027
5613,4810,Nanjing,Suva,1,6110,1072,1211
5614,4731,Taipei,Omsk,1,9807,6172,5958
5615,7334,Peshawar,Alexandria,2,3318,7211,8331
5616,4215,Adelaide,Mérida,3,6860,9693,3025
5617,181,Pago Pago,Bern,1,3809,1935,3971
5618,176,Tokyo,Toulouse,1,6513,8469,5629
5619,4593,San Diego,Chaguanas,5,2128,3891,3971
5620,446,Honiara,Batticaloa,1,7981,731,6817
5621,4139,Seoul,Colombo,4,7818,140,4898
5622,5237,Phuket (city),Adamstown,1,9546,2067,5940
5623,7720,Konya,Huế,3,2496,5248,3143
